Unnamed: 0,comment,title,date,name,stars,sentiment
9610,Un grande parco nel cuore della città. Abbiamo fittato le bici e percorso tutta la pista ciclabile che è una ed in un unico senso di marcia. Se decidi di tornare indietro.....devi comunque percorrerla tutta. Non si potrebbe creare un doppio senso di marcia? Per guardare le attrazioni devi lasciare la bici (chiuderla con apposito lucchetto) e addentrarti tra il verde senza punti di riferimento. La segnaletica delle attrazioni è inesistente. Nessuno dei turisti presenti sapeva dove si trovassero. Comunque è un'esperienza da fare.....rimane molto da migliorare.,Grande delusione , 25 agosto 2017,Merimotta,2.0,negative
18918,Stupendo la Cattedrale da vistare se si va a Milano non si può perdere questo monumento ubicato in un contesto affascinante,Bello, 3 luglio 2019,Gianluca,5.0,positive
4363,"Secondo me a Milano esistono dei posti molto ma molto più interessanti e belli. Da quanto e come viene decantato ne sono rimasto deluso. La sera il posto rende di più, ma viene rovinato dalla maleducazione e arroganza dei giovani che lo frequentano. Molto sporco. Gente che ti vomita per strada perchè ubriaca persa non è il massimo da vedere. Sarebbe preferibile osservare i  senza tetto sotto il porticato a 10 metri e non loro.",Posto sopravvalutato, 4 marzo 2019,71Leonardo,3.0,neutral
16735,"E' il parco dei sogni che vediamo sempre in tv: grande, pulito e molto ordinato tutti dovrebbero passeggiarvi dentro almeno una volta nella vita.",Un posto incantevole, 5 settembre 2015,Giulia E,5.0,positive
1565,"È sempre bello il duomo,ma non nei giorni di festa dove è quasi impossibike godersi la visita. Meglio in giorni infrasettimanali.",Ma anche no, 16 gennaio 2019,rudycastiglioni,3.0,neutral
14497,"Ho già recensito il Cenacolo.....giorno festivo....chiuso! Ribadisco il concetto è il paradosso dei centri commerciali aperti, locali mangerecci, luci e babbi Natale ovunque vs musei, teatri, pinacoteche e quanto più nutre il cervello......tutto chiuso.",Chiusa!, 26 dicembre 2018,Lorenzo T,1.0,negative
4564,"I navigli di Milano erano le vie x portare in città oggetti e materiali pesanti in particolare il marmo x la, costruzione del Duomo.Attualmente uno dei navigli fiancheggia vie con ristoranti bar e locali di intrattenimento (sino a poco tempo fa erano addirittura ormeggiati barconi che ospitavano bar e ristoranti) l'altro invece è fiancheggiato dalle sedi di società di canottaggio ed è sede di un cimento cioè una gara amatoriale di nuoto senza classifica questi due canali molto curati caratterizzano il quartiere -il Ticinese-che è una zona della città con vivace vita notturna.I due navigli terminano entrambi nella Darsena anch'essa caratteristica e sede di avvenimenti.Ritengo che x un turista che si fermi a Milano qualche giorno valga la pena di fare una visita al Ticinese soprattutto alla sera.",La via di Milano x il traffico pesante, 27 dicembre 2018,plm933,3.0,neutral
15130,Percorso pedonale valorizzato dai vari locali che si susseguono uno dietro l'altro e con tutte le varietà di cucina possibile. Da fare una passeggiata se si passa più di un giorno a Milano,Valorizzato, 21 marzo 2019,Ivan Grasso 😋,4.0,positive
469,"La galleria è tra le cose più belle che ho visto a Berlino, ma mi è dispiaciuto vedere che sia su una strada trafficata senza limiti al traffico e al parcheggio delle auto lungo il marciapiede che costeggia il muro. Tutti fanno foto lì, e valeva la pena magari darle più spazio. Sul retro invece una bella passeggiata lungofiume. ",Peccato non sia più valorizzata, 7 settembre 2019,Valentina A,3.0,neutral
8358,Ce una bella passeggiata è consigliato perchè in questa zona ci sono tanti pub e nella stagione estiva mettono i tavolini fuori. Come zona è più consigliata alla sera perchè non essendoci negozi come passeggiata pomeridiana risulta noiosa meglio il duomo.,Serata piacevole nei pub, 15 gennaio 2015,BimbaAle11,3.0,neutral
14611,Il posto è accettabile oltre al fatto che ogni mezzo metro ci sono dei venditori abusivi il luogo è inquinato ma a livelli altissimi non sono riuscito a respirare a casa anche il tubo di scappamento della macchina mi sembrava aria pulita no è romantico e bello quanto volete ma NO poi pieno di gente e se non vi piace camminare e ogni 2 metri sparare un flare per far capire a chi è con voi dove siete evitatelo ,n.c.s.p. Troppo inquinato, 10 dicembre 2019,the lone gamer K,1.0,negative
512,"Il Duomo di Milano non è semplicemente il monumento più famoso della città ma è l'icona stessa dello skyline di questa è vivace metropoli italiana, il suo logo la sua unica immagine( ..e questo è  un po' il suo limite)....tuttavia è anche il luogo del cuore , l'immagine di un famoso panettone di Natale e...se alziamo lo sguardo, il trionfo della dolce Madonnina che benedice la città.",Un unicum nell'architettura, 18 novembre 2013,Piera F,3.0,neutral
13561,"Una forte emozione. Da vedere, da vivere. Certo fa molto meditare a quanto sia preziosa la libertà. Alcuni murales sono particolarmente belli. E poi ci sono quelli noti",emozione, 21 agosto 2019,Marisa S,5.0,positive
19148,"Un museo molto statico, con moltissimo da leggere e zero interazione, che spiattella la storia del Reich da cima a fondo senza riuscire a coinvolgere a livello emotivo. Inoltre molto pieno di ragazzini, non mi ha colpito. ",Tedioso libro di storia, 5 aprile 2017,Ady392,2.0,negative
16574,Molto bello!!! Facile da raggiungere con i mezzi è un museo memoriale sul muro di Berlino! Museo con ingresso gratuito e nella parte alte ti permette una visuale di come era effettivamente il muro di Berlino! Unico problema alcune notizie riportate nel museo sono esclusivamente in tedesco,Museo muro, 22 gennaio 2018,ImLeAdRdIaA,3.0,neutral
9364,"decidiamo di fare una passeggiata in pieno giorno....evitando la confusione dei locali della notte sbagliando,dato che non vi è tanto da vedere a parte i piccoli mercati e i venditori ambulanti.",passeggiata di giorno, 30 maggio 2019,pietromariatucci,3.0,neutral
1774,"zona sporca e rumorosa, con un naviglio in degrado e senza verde.Non si capisce cosa ci sia di attraente. A Milano è una delle ultime opzioni come interesse possibile. Per fortuna piace a tanti così si assembrano lì e non da altri parti più belle...................................................................................................................................................................................................................",Navigli: un mistero targato Milano, 21 gennaio 2012,2teste,1.0,negative
16972,"Il polmone verde di New York, seppure artificiale (grande delusione) , è il simbolo del tempo libero e dello sport dei newyorkesi. Ci si va ad allenare,ci si va durante la pausa pranzo per fare velocemente un pasto preso al take away! Io e mio marito abbiamo trascorso una bella mattinata,abbiamo noleggiato due bici e abbiamo cercato di girarcelo un pochino, nonostante la fatica sulle salite ! Bello e da visitare assolutamente se si è a New York!",Giornata in bici, 23 ottobre 2015,Mena,5.0,positive
13246,"Sono stato sui Navigli per la prima volta,nonostante le numerose visite fatte a MilanoDevo dire che si possono anche evitare se non fosse per i numerosi locali presenti in zonaAnche se personalmente preferisco i locali verso l’arco della pace",Deluso, 16 maggio 2018,MaRiO883,2.0,negative
6737,"Abbiamo deciso di trascorrere un Primo Maggio diverso quest'anno,tra un viaggio e l'altro in Europa e nel mondo,ci siamo presi una pausa per riscoprire la nostra Milano (a soli 20 km da casa!).Siamo partiti la mattina presto,proprio come facciamo quando siamo in viaggio,metro' fino a P.zza Duomo e poi e' iniziata la nostra fantastica passeggiata per raggiungere i Navigli a piedi.Dopo aver percorso Galleria Vittorio Emanuele (con tanto di giravolta sugli attributi del toro...portafortuna!),siamo usciti in P.zza della Scala e dopo aver dato un'occhiata a Palazzo Marino ,il Teatro alla Scala e un breve saluto alla statua di Leonardo,abbiamo svoltato a sinistra verso P.zza Mercanti e il Palazzo della Ragione per un tuffo nella Milano del Medioevo.Da qui ci siamo diretti verso via Torino che abbiamo percorso sino alla fine, entrando attraverso Porta Ticinese nella P.zza dove sorge la Basilica di San Lorenzo (in ristrutturazione)e le bellissime colonne che si ergono altissime fin quasi a raggiungere il bellissimo cielo che questa giornata ci ha regalato!!!Abbiamo quindi proseguito per Corso di P.ta Ticinese e dopo aver preso due gustosi tranci di pizza calda,ci siamo fermati a mangiarli in P.zza Sant'Eustorgio,per ammirare la Basilica che conserva al suo interno le reliquie dei Re Magi...e finalmente eccoci arrivati ai Navigli.Sulla sinistra troviamo l'Alzaia Naviglio Pavese,noi ci dirigiamo a destra verso il Naviglio Grande (piu' caratteristico):indecisi tra la sponda di Ripa di P.ta Ticinese e l'Alzaia Naviglio grande,optiamo per quest'ultima e subito ci immergiamo in quest'atmosfera cosi' diversa dalla Milano che viviamo sempre che ci sembra quasi irreale.Tantissimi studi artistici,localini caratteristici e cortili quasi fiabeschi:non perdetevi per nulla al mondo Vicolo dei Lavandai....!Arrivati sino in fondo siamo tornati indietro percorrendo Ripa di P.ta Ticinese cogliendo l'occasione per vedere l'Alzaia Naviglio Grande da un'altra prospettiva!E' stata veramente un bellissima passeggiata e ci siamo ripromessi di tornare in serata (volevamo visitare altre zone di Milano) per una cenetta prima di tornare a casa,ma questa e' un'altra storia.....",Primo Maggio alla riscoperta di Milano, 3 maggio 2014,AnnaeGiampy,5.0,positive
10156,La bellezza del Duomo di Milano è indiscutibile ma la domanda è questa: chi ha pensato ad un sistema così complicato e mal organizzato per acquistare i biglietti???Fila nr. 1 per prendere il biglietto...per fare la fila per pagare!Fila nr. 2 (56 persone in attesa...con un impiegato in data 1 novembre) per pagare il biglietto; fila nr. 3 per entrare in Duomo.Se questa è l’organizzazione... Da fare passare la pazienza anche ai Santi...,Caccia al tesoro per i biglietti, 4 novembre 2019,Grazia B,3.0,neutral
17979,"Beh il distretto dei Navigli e' ampio  non si puo' definire una zona univoca .La sporcizia e l' olezzo in certe sue  zone e' davvero indegno di Milano .Certe meravigliose  realta' paesaggistiche andrebbero  curate non una tantum .Andrebbe impedito ai ciclisti di sfrecciare imperturbabili ai 55 orari in 2 metri di  stradina .In certe zone il tempo si e' fermato in altre si e' fermato troppo .Si e' costretti a scegliere le zone dei ristoranti , purtroppo . Salvo rare eccezioni come la fantastica Chiesa di S. Cristoforo su Alzaia Naviglio grande .O  certi  Vicoli . Ma davvero piu' che a Milano sembra di essere oramai  in zone  post belliche . Scegliete con cura .",CINISMO E CANDORE, 16 aprile 2018,adhocfrancesco,3.0,neutral
3589,"Ad essere sincero, questo monumento non mi ha affatto esaltato.Piuttosto banale, sia la porta di Brandeburgo che la piazza antistante.",Banale , 27 giugno 2019,Bernardino P,2.0,negative
793,"Andrò per punti perchè se no è troppo lungo:> Booking service on line poco chiaro: non si capisce dove è l'entrata, dove si ritirano i biglietti, neanche il prezzo sulla conferma della prenotazione è chiaro.> non viene richiesta l'elenco dei partecipanti su carta intestata della scuola (ma per fortuna ce l'avevo)> Il servizio telefonico non risponde mai e non ha una attesa ma semplicemente ti dicono di richiamare piu tardi> Se piove, come da protocollo, fai la fila sotto l'acqua nonostante ci sia ampio posto all'interno.> anche all'entrata della salita alle terrazze non viene indicato dove si possano ritirare i biglietti.> sulle terrazze  non c'è nessun NESSUN pannello con storia, spiegazioni di statue particolari (e ce ne sono), niente. NON BUONO; A MIO PARERE.",decisamente migliorabile, 7 maggio 2022,ANNA M,2.0,negative
2823,"Per essere un paracetamolo me lo aspettavo più indie , provo a passare da Milano Dateo, vi faccio sapere ",POCO INDIE, 27 novembre 2019,Matteo Borghese,1.0,negative
8678,"i  famosi navigli di milano,un sistema di canali navigabili con baricentro la citta' di milano,una volta mettevano in comunicazione con il lago maggiore,quello di como e il basso ticino.caratteristiche alcune trattorie che costeggiano il canali.",passeggiata meravigliosa, 15 ottobre 2018,Nicola Z,4.0,positive
15613,La visita di questa meravigliosa cattedrale è stata rovinata dalla maleducazione dello staff che per un semplice errore nel percorso da effettuare sulle terrazze ci ha urlato contro parole poco garbate.Per rendere davvero impeccabile quest'esperienza suggerirei di selezionare meglio il personale!Altra pecca le impalcature ovunque che impediscono la visuale.,Peccato per il personale..., 20 settembre 2021,Elena G,2.0,negative
6569,"Credo farebbe bene a molti una visita a questo museo, dove si capisce come un regime totalitario mediante propaganda, e appunto, terrore riesca a trasformare la gente. Attrazione gratuita e organizzata benissimo.",Molto ben organizzato, 27 febbraio 2017,Massimiliano P,5.0,positive
10389,"Un luogo dove i bambini si divertono ? Perchè ho visto solo quello , usarlo come labirinto giocando a nascondino",Ma è un memoriale  o...., 2 settembre 2019,Giordano.L,2.0,negative
11290,"L’unico museo dove è severamente vietato fare foto con il cellulare. Assolutamente assurdo, tutti molto delusi. Gente che faceva foto disperatamente di nascosto alle loro opere preferite.La direzione del museo dovrebbe adeguarsi ai tempi, vergogna. Per il resto, alcune opere ovviamente incredibili. ",L’unico museo al mondo dove non si possono fare foto, 7 agosto 2019,Roberto D,1.0,negative
20053,Un bel parco in mezzo ad una delle città più grandi al mondo... Quando sei nel parco ti sembra di essere lontanissimo dalla città!,È bellissimo!, 3 ottobre 2015,Giuseppe O,5.0,positive
7896,Sicuramente interessante ma soprattutto consiglierei la mostra interna. All'esterno al di la dei circa 200m di muro si tratta di una rassegna che si può passare molto velocemente   ,INTERESSANTE, 19 agosto 2017,DavideAbbiategrasso,3.0,neutral
3916,"La struttura carina, è seppur ci fossero anche dei bei quadri non si riusciva a seguire un ordine cronologico sensato, o se ci fosse era sconosciuto. Mi aspettavo molto di più visto il nome e i pittori esposti",Confusionario e dispersivo, 28 ottobre 2018,Maui,2.0,negative
9425,Ci sono stato per un pranzo.ho trovato buoni ristoranti e prezzi bassi.Buona cucina così.Ma circa il posto non mi sento come posso chiamare se una meta turistica... mi sono sentito deluso quando ho raggiunto il Grand Naviglio... assolutamente nulla così eccezionale... era sporca in passerelle..E piena di automobili e motociclette equitazione molto vicino al vostro tavolo da caffè fuori del bar..Non è stato il rilassante...,Mi aspettavo qualcosa di più..., 12 ottobre 2018,Mau F,3.0,neutral
15,"Canali erano esaurite pochissima acqua. Alcune parti in costruzione. Sembra essere una zona notte della nostra vita... Molti un po' folle a questo. Le bottiglie di birra tutto compreso nel modo di acqua, bevande sulla terra tutto strade. Ci sono molti ristoranti nei dintorni. Essere consapevoli dove la vostra a piedi non eravamo a conoscenza della zona e siamo finiti in una zona sempre agitato della città. Un piccolo pochi negozi e da un sacco di elementi di tipo di mercato delle pulci. Si può acquistare un telefono cellulare caso o self stick a ogni 3 ripida mi sudore! Non è quello che mi aspettavo a tutti!",Non è il migliore, 7 marzo 2013,Tiffany H,2.0,negative
12050,"Che veniate per i mercati dell’ultima domenica del mese, oppure per un pranzo in una tipica osteria milanese, o per vedere un atelier di un pittore, questa è senza dubbio la zona più tipica di Milano. Tanti locali, per tutti i gusti, che cambiano sempre, ma soprattutto bei palazzi e le classiche case di ringhiera. Veniteci e tornateci",La parte più tipica di Milano, 9 settembre 2018,miky7418784,4.0,positive
7031,"è impensabile chiudere un monumento come questo il mese di agosto!Ho visto molti turisti delusi andarsene …trovando la chiesa chiusa.Molti siti in internet danno informazioni errate.Selezionando gli orari escono quelli normali senza evidenza della chiusura.I cittadini milanesi che vogliono  riscoprire la propria città in agosto hanno molte delusioni, diversi luoghi sono inaccessibili perché chiusi o con orari davvero limitati.Un vero peccato!","Milano, Monumenti chiusi ad agosto", 16 agosto 2021,Daniela M,1.0,negative
7744,"Bellissimo parco dove passeggiare, leggere, fare un giro in bici e staccare dalla città. Peccato per le macchine che comunque si fanno sentire, dai sottopasaggi che attraversano il parco.",Carino ma pensavo meglio, 27 agosto 2018,Elisa M,3.0,neutral
10750,"Non sono rimasto colpito positivamente da questo monumento, mi ha lasciato molto perplesso tutta la rappresentazione .",molto triste, 3 febbraio 2019,Carlo A,4.0,positive
691,Io e la mia amica(disabile) abbiamo visitato il duomo e tutti i suoi musei. Tutti moto belli e il personale è molto gentile e affabile. Non posso però dare una valutazione alta in quanto è una vergogna che non ci sia una rampa che consenta l'accesso alla biglietteria impedendo quindi alle persone disabili autonome di poter fare il biglietto. UNA ASSOLUTA VERGOGNA PER UNA CITTà CHE VIENE CONSIDERATA LA PIù ACCESSIBILE D'ITALIA. Quanto vi costa mettere a disposizione una rampa?!?!?! Perché volete far sentire ancora più a disagio e impedire l'accesso alle persone disabili? Non ho parole per questa totale mancanza di civiltà.,Tutto molto bello ma una vergogna per l'accessibilità, 20 luglio 2021,Laura A,2.0,negative
1937,"Davvero piacevole la passeggiata sui navigli e la darsena di porta Ticinese..Localini, tanta bella gioventu'. Ideale per fare amicizie nuove, se non si e' di Milano. Il Naviglio e' pulito e non manda odori strani...annzi, e' ricco di pesci! ",Posto da chiacchere e passeggiata..sorseggiando un aperitivo o una buona birra.., 9 gennaio 2017,Gabriele C,4.0,positive
19856,"E' stata la più grande delusione di Berlino...per chi non conosca il tedesco o voglia leggere tutto in inglese, non c'è possibilità di nessun altro tipo di materiale a supporto della visita. Il breve filmato introduttivo di 6 minuti (in molte lingue, italiano incluso) merita di essere visto, ma è un vero peccato che tutto il resto risulti così poco fruibile per gran parte dei turisti non anglofoni. Suggestivo il muro adiacente alla struttura, la visita è gratuita quindi data la vicinanza al Check Point Charlie consiglio comunque una breve visita.","Solo per anglofoni, peccato!", 10 gennaio 2017,coleus,2.0,negative
18425,"Vicino alla Porta di Brandeburgo, questo memoriale rende appieno l'idea di smarrimento che si prova camminando all'interno di questi corridoi, con questi blocchi di varie altezze. Peccato per tutto il cemento impiegato! Purtroppo non ho potuto visitare il museo sottostante perchè la vigilia di Natale era chiuso.",Da vedere, 12 gennaio 2019,Elisa M,3.0,neutral
18890,"Una collezione ricca di capolavori dal rinascimento al tardo seicento, passando dalla pittura murale sacra dell'anno mille alle sculture romane e greche. 4 ore é la durata giusta per una visita fatta a regola d'arte. Audioguida d'obbligo. É un pó un labirinto, quindi sempre cartina alla mano. Prendetevi i vostri tempi. É veramente grande e vario. Per un pubblico veramente interessato.",Arte arte e arte, 20 luglio 2019,Pasquale F,4.0,positive
16342,"Sono un cattolico praticante. È davvero un peccato che si debba pagare per entrare in un luogo sacro come Il Duomo di Milano. I credenti sono costretti a stare in disparte. Decisi quindi di farlo notare ma mi fu detto che la navata al centro e quella di destra erano adibite ai turisti, mentre quella di sinistra era per i fedeli e la ragione che mi è stata data è la seguente: ""Solo la navata di sinistra è un luogo di culto"". Io credo sia giusto che i musei e la terrazza siano a pagamento. Ma sarebbe meglio permettere a tutti di visitare il Duomo di Milano gratuitamente e di fornire delle audio-guide acquistabili facoltativamente. Inoltre si potrebbe affiggere un cartello all'esterno che sensibilizzi i turisti sui costi di gestione di un'opera monumentale come il Duomo di Milano e permettere alle persone di effettuare donazioni spontanee per la tutela e la manutenzione dell'edificio.Tentare di convertire le genti non è forse uno dei principali compiti della chiesa? Come possiamo riuscirci se diamo questo esempio? Il nostro credo può essere comprato e venduto al solo costo di 3€?La struttura ovviamente è di una bellezza più unica che rara, insieme al patrimonio artistico celato al suo interno.",La fede ora ha un costo. Vergogna, 15 dicembre 2019,Vincenzo F,1.0,negative
19887,"Una tappa dovuta durnate un tour a Madrid, tuttavia non posso non commentare quanto l'organizzazione debba essere rivisitata. La mappa fornita non è di alcun aiuto durante la visita, pare non via sia una logica nella disposizione dei dipinti che vengono riportati sulla mappa (se c'è chiedo a qualcuno di spiegarmela). Pertanto, oltre a dover continuamente rigirare la cartina per vedere quale quadro si trova dove, bisogna segnarsi quali quadri siano vicini per non girare su e giù per il museo come trottole. Oltretutto trovo molto costoso dover pagare 6 euro per una audioguida vecchia in cui non puoi nè vedere su un display il numero digitato nè mandare avanti o indietro la traccia , pertanto se vuoi riascoltare e mandare avanti devi riavviare tutto il brano. Per il resto vi sono capolavori inestimabili, veramente ben commentati e spiegati dall'audioguida e lo staff del museo è molto gentile e disponibile. ",200 anni di museo che li dimostra tutti coi suoi quadri inestimabili (e non solo), 30 aprile 2018,Massimiliano S,3.0,neutral
7936,"L'installazione andrebbe spiegata meglio. Al momento della mia visita, una classe di studenti medi aveva preso il labirinto dei  parallelepipedi grigi come un occasione di allegri schiamazzi. Ricorda il Cretto di Gibellina",Enorme installazione, 26 gennaio 2019,senzaester,3.0,neutral
14790,"Se visitate Milano, una delle località da non mancare é la zona dei Navigli che venivano utilizzati per il trasporto delle pietre per la costruzione del simbolo della città, il Duomo.Il problema dela zona é sicuramente il grande numero di locali che a prezzi elevati, occupano l'isola pedonale e che sono per lo piú frequentati da chi non vive inn zona ma da turisti.Da segnalare che l'ultima domenica del meses, si svolge una mostramercato di brocantage veramente tipica.",Il cuore di Milano invaso dai locali, 4 febbraio 2012,dpam64,5.0,positive
9997,"Bella la passeggiata ma si sconsiglia vivamente di mangiare presso il ristorante Nobis Alzaia Naviglio grande  per la scarsa igiene,  il cibo e servizio scadenti e  prezzi elevati.",Una cena disastrosa , 8 luglio 2015,Nicoletta U,2.0,negative
16135,"Abbiamo visito il sito nel ple prime ore del pomeriggio,  non tantissima gente, ma fra quella che c'era bisognava stare attenti a vari soggetti  che si aggiravano  tra i turisti,zingarelle che ti sgusciavano accanto, e incredibile in ben due punti uomini che adescavano poveri sprovveduti facendo il gioco delle tre carte sul marciapiede.  Per fortuna ad un certo punto è  arrivata la polizia  e li ha portati via. Incredibile! I murales poi ...una mezza delusione, molti imbrattati da scritte e spruzzi di bombolette ,altri un po'  scrostati, in generale sembravano in abbandono. Ad ogni modo non si è  conservato praticamente nulla di ciò  che questo muro ha rapprentato per Berlino e per il mondo. Per noi  è  stato una mezza delusione ma si sa de gustibus...",Tappa obbligata si...però , 26 maggio 2019,adelaide s,2.0,negative
16853,"Il posto non è bello e non ha prego artistici, ma è una accozzaglia di locali che attirano un sacco di giovani che si vogliono divertire e che non si preoccupano di sporcare. D’estate è pieno di zanzare che ti mangiano vivo tanto che sono in funzione distributori automatici di prodotti contro le zanzare. A Milano c’è di meglio e di più bello.",Una delusione, 12 febbraio 2018,Francesco Paolo F,2.0,negative
15879,"Premetto che ho portato la mia mamma di 86 anni, ma la cosa scandalosa è che per entrare a vedere la cattedrale devi pagare biglietto e fare fila... inoltre quando entri la chiesa è quasi invisitabile... troppi blocchi,,, troppa strada , una immensa delusione!!! ",Visita alla cattedrale, 23 luglio 2019,Geppy 55,2.0,negative
13955,"La topografia del terrore è uno tra i tanti siti dedicati alla memoria a Berlino.È un luogo nel quale si possono gratuitamente ripercorrere le tappe della storia dell'occupazione nazista attraverso foto e materiali multimediali. Si può, altresí, osservare una parte dei resti del Muro di Berlino.Si tratta di un luogo fortemente turistico in cui la confusione vince sugli spazi di riflessione che il monumento vorrebbe creare.",A Berlino c'è di più, 22 agosto 2017,paspas84,2.0,negative
16711,"Bella e caratteristica zona di Milano, ottima per fare due passi. Fate attenzione però a non finire in qualche via non proprio raccomandabile presente ai lati dei navigli.","Bello per una passeggiata, ma attenzione ai vicoli", 3 giugno 2019,Luigi,3.0,neutral
2443,"Museo molto dispersivo, non si capisce l’ordine delle stanze da visitare. Restrizioni eccessive, non permettono foto in nessuna delle stanze. Inoltre trovo non vengano valorizzate correttamente le opere più importante e soprattutto RAFFAELLO non si chiama “Rafael” !!!!!!! ",Mmmmmmm, 30 agosto 2019,Anastasia C,2.0,negative
15062,"un vero e proprio polmone in una city dinamica. Spicca proprio un contrasto tra la tranquillità del parco, dove corrono tutti, di tutte le età, e l'esterno...in particolare l'ingresso sud, dove si trovano subito centro commerciale, Apple store, Cipriani...e si arriva sulla 5th ",full immersion nella natura, 9 marzo 2017,luisacrochet,5.0,positive
12841,"Purtroppo ci sono andato di mattina. Indubbiamente molto più interessante la sera, momento in cui si svolge la movida milanese",Da vivere la sera, 23 aprile 2016,realcastagna,3.0,neutral
19994,"Data la grandezza dell'edificio e le numerose opere presenti, consiglio di prenotare una visita guidata a tema per non ""perdersi"" .Merita !",Immenso Prado, 20 marzo 2019,Barbara L,3.0,neutral
12500,"il Polmone di NY, vi consiglio di affittare le biciclette per girarla in modo ottimale!! Gita stupenda tra scoiattoli e tanti altri animaletti!...",MERAVIGLIA!!!, 4 ottobre 2017,Maggy1972,5.0,positive
9439,"Luogo molto particolare,  l'ambiente e' gradevole e sempre vivace senza essere troppo affollato, si trova sempre un locale carino",caratteristico, 27 aprile 2017,Roberta Z,5.0,positive
6703,"La parte più grande di quanto rimane del Muro.. Tuttavia, i lavori in corso non permettono di godere la bellezza dei murales e la storia da loro raccontata per la loro interezza... Si potrebbero valorizzare meglio... Pieno di persone/truffatori che vi propongono di giocare al gioco delle tre campanelle",Storia ma non valorizzata al 100%, 21 agosto 2019,Alessandro,3.0,neutral
6116,"Museo da vedere, descrivere è riduttivo.peccato che non sono riuscita a vedere tutto..,,,buona occasione per tornare",Stupendo, 9 dicembre 2019,Federica-P,5.0,positive
9979,Parco stupendo e rilassante.Un  oasi in mezzo al deserto..giusta contrapposizione tra i grattacieli e il verde del parco,Bellissima, 26 settembre 2019,fabysmile,5.0,positive
14830,"Sono stata al museo domenica 30 settembre, ho acquistato i biglietti online, perciò abbiamo saltato la fila. All'ingresso, dopo aver depositato la borsa, ho chiesto il supporto dell'audioguida in italiano che mi è costato 6 €. La mappa con le indicazioni era poco chiara e tutte le didascalie dei quadri sono solo in spagnolo e in inglese. Per tanti di essi non esiste un audioguida esplicativa. Nel complesso sono rimasta molto delusa e l'ho trovato molto disordinato.",Visita domenicale al museo del Prado, 2 ottobre 2018,Maura M,2.0,negative
12913,"La chiesa sorge sull'area romana di Milano. Come tutti sanno, viene considerata ""la Cappella Sistina"" del capoluogo lombardo. Gli affreschi del Luini, del Peterzano e di tanti altri, sono un meraviglioso esempio della pittura del '500, periodo a cui risale la costruzione dell'edificio. Le decorazioni colpiscono gli occhi e il cuore e abbracciano il visitatore per tutta la sua permanenza. Occhi che non si staccano in particolare dai mille dettagli, anche fantastici, della scena del Diluvio Universale e dell'Arca di Noè. Bellissimo anche l'organo. La chiesa presenta due aule: una per il pubblico e una per le monache di clausura che un tempo vi abitavano. L'ingresso è gratuito.",Gioiello d'arte e meditazione, 30 dicembre 2016,lorellaberetta,5.0,positive
19695,"Una Nuova Darsena natalizia, piena di banchetti con prodotti tipici, una grossa pista di pattinaggio e la casa di Babbo Natale per i più piccini.Molto carino ma..mettete in lista una bella coda! ",Merry Darsena!, 7 dicembre 2015,Christian D,4.0,positive
3799,"Museo poco organizzato e dispersivo,sembra di stare in un labirinto!Pagato 15€,prezzo intero,ed ho subito continuamente il “NO FOTO” da parte degli stuart!Capire perché nel museo Reina Sofía potevo far foto a piacere ed invece qua no!!!!!Per di più la beffa che io foto non le potevo fare,ma mentre i cosiddetti “artisti” potevano copiare su tela in quadro e rivenderlo dentro al museo!Questa cosa è inaccettabile!Ma tutto sommato,i quadri meritano di essere visti!Dispiace mettere questo voto perché i quadri son veramente belli,ma una foto potevano lasciarmela fare",Male male, 11 ottobre 2018,Alessandro P,2.0,negative
370,"Vale la pena percorrere il km di muro che è  rimasto in piedi..sicuramente è  solo turistico..ma si avverte l evento storico ,il dolore dei tedeschi..io consiglio un giro da solo con calma ..i murales sono stupendi..direi un opera d arte..!complimenti berlino!",Emozionante, 14 marzo 2019,minu72,4.0,positive
20031,"Ho sentito che Quartiere Navigli è popolare tra gli studenti universitari. Ci sono alcuni bar e posti per mangiare vicino ai luoghi storici. Quindi, è bello da visitare vi se siete a Milano.",Posto Colorato, 16 aprile 2014,Ece K,5.0,positive
3365,Passeggio rilassante all'interno del parco scoprendo poco alla volta tutti i monumenti custoditi al suo interno in compagnia di centinaia di scoiattoli adorabili,Passeggiata rilassante, 28 gennaio 2020,ANDREA_b_r_a_o,5.0,positive
6869,Frequentando Milano per lavoro da anni si danno per scontate molte cose.Il Duomo mantiene il suo imponente fascino.Consigliata la visita a turisti che visitano Milano per la prima volta,Sempre bello, 16 febbraio 2020,Gilberto O,4.0,positive
17954,"Uno scrigno del rinascimento milanese! Assolutamente da non perdere, magari abbinando una visita al vicino museo archeologico.",Magnifica sorpresa, 24 luglio 2016,Sergio C,5.0,positive
10357,"Bellissimo sia fuori che dentro, ultra consigliata la visita alla favolosa cupola di vetro superiore (prenotazione obbligatoria, seppur la visita sia gratuita) da cui si può ammirare tutta Berlino. Consigliata audioguida.",Da vedere!, 11 dicembre 2022,ColombusDC,5.0,positive
4736,Tanta pubblicità per sti navigli poi alla fine è meglio Comacchio. Tanti tacchini e l'inter perde sempre.,Pieno di tacchini, 18 febbraio 2018,Alex L,3.0,neutral
